#Fields: date	time	c-ip	cs-username	c-agent	sc-authenticated	s-svcname	s-computername	cs-referred	r-host	r-ip	r-port	time-taken	cs-protocol	cs-transport	s-operation	cs-uri	cs-mime-type	s-object-source	sc-status	cs-bytes	sc-bytes	s-cache-info	rule	FilterInfo	cs-network	sc-network	error-info	action	GMT Time	AuthenticationServer	NIS scan result	NIS signature	ThreatName	MalwareInspectionAction	MalwareInspectionResult	UrlCategory	MalwareInspectionContentDeliveryMethod	mi-uagarrayid	sc-uagversion	mi-uagmoduleid	sc-uagid	mi-uagseverity	mi-uagtype	sc-uageventname	mi-uagsessionid	mi-uagtrunkname	mi-uagservicename	sc-uagerrorcode	MalwareInspectionDuration	MalwareInspectionThreatLevel	internal-service-info	NIS application protocol	NAT address	UrlCategorizationReason	SessionType	UrlDestHost	s-port	SoftBlockAction
2026-07-08	00:00:00	10.0.10.64	Jace@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.clearbooks.co.uk	204.79.197.200	80	-	http	TCP	GET	http://clearbooks.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.2.77	Wat@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.clearbooks.co.uk	204.79.197.200	80	-	http	TCP	GET	http://clearbooks.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.5.215	Jefferson@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.clearbooks.co.uk	204.79.197.200	80	-	http	TCP	GET	http://clearbooks.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.4.104	Kaydence@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.clearbooks.co.uk	204.79.197.200	80	-	http	TCP	GET	http://clearbooks.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.7.114	Dakota@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	www.clearbooks.co.uk	204.79.197.200	80	-	http	TCP	GET	http://clearbooks.co.uk/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.10.83	Zaire@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.10.83	Kimber@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.10.83	Milo@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.5.99	Kendra@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-10	00:00:00	10.0.4.24	Javier@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.1.241	Walsh@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.1.241	Wat@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.2.142	Blaise@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.1.241	Kamden@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-09	00:00:00	10.0.10.28	Kyla@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.128	Rylan@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.8.62	Nathaly@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.194	Harald@fabrikam.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.128	Kristopher@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-08	00:00:00	10.0.3.194	Marvin@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.9.14	Westin@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.4.161	Kiera@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.4.138	Jazmyn@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.9.14	Francis@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
2026-07-07	00:00:00	10.0.4.161	Malia@contoso.com	Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36 OPR/36.0.2130.46	Y	w3proxy	CZFW01	-	insights.newrelic.com	204.79.197.200	80	-	http	TCP	GET	http://insights.newrelic.com/	text/html	Inet	200	60565	65493	0x611c0000	External Access	Req ID: 08e314fd;	Compression: client=No, server=Yes, compress rate=0% decompress rate=13%	VPN Clients External	0x480	Allowed	2016-01-01 20:06:31	-	-	-	-	Allowed	Malware Inspection Disabled	Unknown	-	-	0	-	0	-	-	-	-	-	-	0	0	-	0	-	1.2.3.4	Feature disabled	None	204.79.197.200	5643	-
